37	0	plant; animal	CREATE	-	?
37	1	plant; animal	MOVE	?	tissues quickly decompose
37	2	plant; animal	MOVE	tissues quickly decompose	?
37	3	plant; animal	NONE	?	?
37	4	plant; animal	NONE	?	?
37	5	plant; animal	NONE	?	?
37	0	soft tissues	NONE	?	?
37	1	soft tissues	NONE	?	?
37	2	soft tissues	NONE	?	?
37	3	soft tissues	NONE	?	?
37	4	soft tissues	NONE	?	?
37	5	soft tissues	NONE	?	?
37	0	bones	NONE	?	?
37	1	bones	NONE	?	?
37	2	bones	NONE	?	?
37	3	bones	NONE	?	?
37	4	bones	NONE	?	?
37	5	bones	NONE	?	?
37	0	mineral	NONE	?	?
37	1	mineral	NONE	?	?
37	2	mineral	NONE	?	?
37	3	mineral	NONE	?	?
37	4	mineral	NONE	?	?
37	5	mineral	NONE	?	?
37	0	fossils	NONE	?	?
37	1	fossils	NONE	?	?
37	2	fossils	NONE	?	?
37	3	fossils	NONE	?	?
37	4	fossils	NONE	?	?
37	5	fossils	NONE	?	?
38	0	animal; body	NONE	?	?
38	1	animal; body	NONE	?	?
38	2	animal; body	NONE	?	?
38	3	animal; body	NONE	?	?
38	4	animal; body	NONE	?	?
38	5	animal; body	NONE	?	?
38	6	animal; body	NONE	?	?
38	0	soil	NONE	?	?
38	1	soil	NONE	?	?
38	2	soil	NONE	?	?
38	3	soil	NONE	?	?
38	4	soil	NONE	?	?
38	5	soil	NONE	?	?
38	6	soil	NONE	?	?
38	0	rock	NONE	?	?
38	1	rock	NONE	?	?
38	2	rock	NONE	?	?
38	3	rock	NONE	?	?
38	4	rock	NONE	?	?
38	5	rock	NONE	?	?
38	6	rock	NONE	?	?
38	0	fossil	NONE	?	?
38	1	fossil	NONE	?	?
38	2	fossil	NONE	?	?
38	3	fossil	NONE	?	?
38	4	fossil	NONE	?	?
38	5	fossil	NONE	?	?
38	6	fossil	NONE	?	?
67	0	plants; dead plants	NONE	?	?
67	1	plants; dead plants	NONE	?	?
67	2	plants; dead plants	NONE	?	?
67	3	plants; dead plants	NONE	?	?
67	4	plants; dead plants	NONE	?	?
67	5	plants; dead plants	NONE	?	?
67	6	plants; dead plants	NONE	?	?
67	7	plants; dead plants	NONE	?	?
67	8	plants; dead plants	NONE	?	?
67	0	peat	NONE	?	?
67	1	peat	NONE	?	?
67	2	peat	NONE	?	?
67	3	peat	NONE	?	?
67	4	peat	NONE	?	?
67	5	peat	NONE	?	?
67	6	peat	NONE	?	?
67	7	peat	NONE	?	?
67	8	peat	NONE	?	?
67	0	coal	NONE	?	?
67	1	coal	NONE	?	?
67	2	coal	NONE	?	?
67	3	coal	NONE	?	?
67	4	coal	NONE	?	?
67	5	coal	NONE	?	?
67	6	coal	NONE	?	?
67	7	coal	NONE	?	?
67	8	coal	NONE	?	?
68	0	plants; trees	NONE	?	?
68	1	plants; trees	MOVE	?	of
68	2	plants; trees	MOVE	of	?
68	3	plants; trees	MOVE	?	of
68	4	plants; trees	MOVE	of	?
68	5	plants; trees	MOVE	?	of
68	6	plants; trees	MOVE	of	?
68	0	plant and tree remains	MOVE	?	of
68	1	plant and tree remains	MOVE	of	?
68	2	plant and tree remains	MOVE	?	of
68	3	plant and tree remains	MOVE	of	?
68	4	plant and tree remains	MOVE	?	of
68	5	plant and tree remains	MOVE	of	?
68	6	plant and tree remains	MOVE	?	of
68	0	peat; burial peat	MOVE	of	?
68	1	peat; burial peat	MOVE	?	of steamy ,
68	2	peat; burial peat	MOVE	of steamy ,	?
68	3	peat; burial peat	MOVE	?	of steamy ,
68	4	peat; burial peat	MOVE	of steamy ,	?
68	5	peat; burial peat	MOVE	?	of steamy ,
68	6	peat; burial peat	MOVE	of steamy ,	?
68	0	water	MOVE	?	of
68	1	water	MOVE	of	?
68	2	water	MOVE	?	of
68	3	water	MOVE	of	?
68	4	water	MOVE	?	of
68	5	water	MOVE	of	?
68	6	water	MOVE	?	of
68	0	heat	MOVE	of	?
68	1	heat	MOVE	?	plants
68	2	heat	MOVE	plants	?
68	3	heat	MOVE	?	plants
68	4	heat	MOVE	plants	?
68	5	heat	MOVE	?	plants
68	6	heat	MOVE	plants	?
68	0	coal	MOVE	?	of
68	1	coal	MOVE	of	?
68	2	coal	MOVE	?	of
68	3	coal	MOVE	of	?
68	4	coal	MOVE	?	of
68	5	coal	MOVE	of	?
68	6	coal	MOVE	?	of
69	0	plants;trees	MOVE	plants	?
69	1	plants;trees	MOVE	?	plants and trees
69	2	plants;trees	MOVE	plants and trees	?
69	3	plants;trees	NONE	?	?
69	4	plants;trees	NONE	?	?
69	5	plants;trees	NONE	?	?
69	6	plants;trees	NONE	?	?
69	0	peat	MOVE	?	plants and trees
69	1	peat	MOVE	plants and trees	?
69	2	peat	MOVE	?	plants and trees
69	3	peat	MOVE	plants and trees	?
69	4	peat	NONE	?	?
69	5	peat	NONE	?	?
69	6	peat	NONE	?	?
69	0	sand	NONE	?	?
69	1	sand	NONE	?	?
69	2	sand	NONE	?	?
69	3	sand	NONE	?	?
69	4	sand	NONE	?	?
69	5	sand	NONE	?	?
69	6	sand	NONE	?	?
69	0	clay	NONE	?	?
69	1	clay	NONE	?	?
69	2	clay	NONE	?	?
69	3	clay	NONE	?	?
69	4	clay	NONE	?	?
69	5	clay	NONE	?	?
69	6	clay	NONE	?	?
69	0	sedimentary rocks	NONE	?	?
69	1	sedimentary rocks	NONE	?	?
69	2	sedimentary rocks	NONE	?	?
69	3	sedimentary rocks	NONE	?	?
69	4	sedimentary rocks	NONE	?	?
69	5	sedimentary rocks	NONE	?	?
69	6	sedimentary rocks	NONE	?	?
69	0	pressure	NONE	?	?
69	1	pressure	NONE	?	?
69	2	pressure	NONE	?	?
69	3	pressure	NONE	?	?
69	4	pressure	NONE	?	?
69	5	pressure	NONE	?	?
69	6	pressure	NONE	?	?
69	0	water	NONE	?	?
69	1	water	NONE	?	?
69	2	water	NONE	?	?
69	3	water	NONE	?	?
69	4	water	NONE	?	?
69	5	water	NONE	?	?
69	6	water	NONE	?	?
69	0	coal	NONE	?	?
69	1	coal	NONE	?	?
69	2	coal	NONE	?	?
69	3	coal	NONE	?	?
69	4	coal	NONE	?	?
69	5	coal	NONE	?	?
69	6	coal	NONE	?	?
70	0	rain	NONE	?	?
70	1	rain	MOVE	?	builds up on
70	2	rain	MOVE	builds up on	?
70	3	rain	MOVE	?	builds up on
70	4	rain	MOVE	builds up on	?
70	5	rain	NONE	?	?
70	6	rain	NONE	?	?
70	7	rain	NONE	?	?
70	0	water	NONE	?	?
70	1	water	NONE	?	?
70	2	water	NONE	?	?
70	3	water	NONE	?	?
70	4	water	NONE	?	?
70	5	water	NONE	?	?
70	6	water	NONE	?	?
70	7	water	NONE	?	?
70	0	streams	NONE	?	?
70	1	streams	NONE	?	?
70	2	streams	NONE	?	?
70	3	streams	NONE	?	?
70	4	streams	NONE	?	?
70	5	streams	NONE	?	?
70	6	streams	NONE	?	?
70	7	streams	NONE	?	?
70	0	water levels	NONE	?	?
70	1	water levels	NONE	?	?
70	2	water levels	NONE	?	?
70	3	water levels	NONE	?	?
70	4	water levels	NONE	?	?
70	5	water levels	NONE	?	?
70	6	water levels	NONE	?	?
70	7	water levels	NONE	?	?
99	0	rain clouds	NONE	?	?
99	1	rain clouds	MOVE	?	the rain clouds
99	2	rain clouds	MOVE	the rain clouds	?
99	3	rain clouds	MOVE	?	the rain clouds
99	4	rain clouds	MOVE	the rain clouds	?
99	5	rain clouds	MOVE	?	the rain clouds
99	6	rain clouds	MOVE	the rain clouds	?
99	0	rain	MOVE	?	the
99	1	rain	MOVE	the	?
99	2	rain	MOVE	?	the
99	3	rain	MOVE	the	?
99	4	rain	MOVE	?	the
99	5	rain	MOVE	the	?
99	6	rain	MOVE	?	the
99	0	clouds	MOVE	the	?
99	1	clouds	MOVE	?	the
99	2	clouds	MOVE	the	?
99	3	clouds	MOVE	?	the
99	4	clouds	MOVE	the	?
99	5	clouds	MOVE	?	the
99	6	clouds	MOVE	the	?
99	0	a very different ecosystem	MOVE	?	the
99	1	a very different ecosystem	MOVE	the	?
99	2	a very different ecosystem	MOVE	?	the
99	3	a very different ecosystem	MOVE	the	?
99	4	a very different ecosystem	MOVE	?	the
99	5	a very different ecosystem	MOVE	the	?
99	6	a very different ecosystem	MOVE	?	the
99	0	desert	MOVE	the	?
99	1	desert	MOVE	?	the
99	2	desert	MOVE	the	?
99	3	desert	MOVE	?	the
99	4	desert	MOVE	the	?
99	5	desert	MOVE	?	the
99	6	desert	MOVE	the	?
152	0	water vapor ; lifted vapor ; vapor	NONE	?	?
152	1	water vapor ; lifted vapor ; vapor	NONE	?	?
152	2	water vapor ; lifted vapor ; vapor	NONE	?	?
152	3	water vapor ; lifted vapor ; vapor	NONE	?	?
