37	0	plant; animal	CREATE	-	?
37	1	plant; animal	MOVE	?	tissues
37	2	plant; animal	MOVE	tissues	?
37	3	plant; animal	NONE	?	?
37	4	plant; animal	NONE	?	?
37	5	plant; animal	NONE	?	?
37	0	soft tissues	NONE	?	?
37	1	soft tissues	MOVE	?	tissues
37	2	soft tissues	MOVE	tissues	?
37	3	soft tissues	MOVE	?	tissues
37	4	soft tissues	MOVE	tissues	?
37	5	soft tissues	MOVE	?	tissues
37	0	bones	MOVE	tissues	?
37	1	bones	MOVE	?	tissues
37	2	bones	MOVE	tissues	?
37	3	bones	MOVE	?	tissues
37	4	bones	MOVE	tissues	?
37	5	bones	MOVE	?	tissues
37	0	mineral	MOVE	tissues	?
37	1	mineral	MOVE	?	dies
37	2	mineral	MOVE	dies	?
37	3	mineral	MOVE	?	dies
37	4	mineral	MOVE	dies	?
37	5	mineral	MOVE	?	dies
37	0	fossils	MOVE	dies	?
37	1	fossils	NONE	?	?
37	2	fossils	NONE	?	?
37	3	fossils	NONE	?	?
37	4	fossils	NONE	?	?
37	5	fossils	NONE	?	?
38	0	animal; body	MOVE	.	?
38	1	animal; body	NONE	?	?
38	2	animal; body	NONE	?	?
38	3	animal; body	MOVE	?	body
38	4	animal; body	MOVE	body	?
38	5	animal; body	MOVE	?	body
38	6	animal; body	MOVE	body	?
38	0	soil	NONE	?	?
38	1	soil	MOVE	?	body falls down
38	2	soil	MOVE	body falls down	?
38	3	soil	MOVE	?	body falls down
38	4	soil	MOVE	body falls down	?
38	5	soil	MOVE	?	body falls down
38	6	soil	MOVE	body falls down	?
38	0	rock	NONE	?	?
38	1	rock	MOVE	?	body falls down
38	2	rock	MOVE	body falls down	?
38	3	rock	MOVE	?	body falls down
38	4	rock	MOVE	body falls down	?
38	5	rock	MOVE	?	body falls down
38	6	rock	MOVE	body falls down	?
38	0	fossil	NONE	?	?
38	1	fossil	MOVE	?	anything
38	2	fossil	MOVE	anything	?
38	3	fossil	MOVE	?	anything
38	4	fossil	MOVE	anything	?
38	5	fossil	MOVE	?	anything
38	6	fossil	MOVE	anything	?
67	0	plants; dead plants	NONE	?	?
67	1	plants; dead plants	MOVE	?	of
67	2	plants; dead plants	MOVE	of	?
67	3	plants; dead plants	MOVE	?	of
67	4	plants; dead plants	MOVE	of	?
67	5	plants; dead plants	MOVE	?	of
67	6	plants; dead plants	MOVE	of	?
67	7	plants; dead plants	MOVE	?	of
67	8	plants; dead plants	MOVE	of	?
67	0	peat	NONE	?	?
67	1	peat	MOVE	?	dead
67	2	peat	MOVE	dead	?
67	3	peat	MOVE	?	of
67	4	peat	MOVE	of	?
67	5	peat	MOVE	?	of
67	6	peat	MOVE	of	?
67	7	peat	MOVE	?	of
67	8	peat	MOVE	of	?
67	0	coal	NONE	?	?
67	1	coal	MOVE	?	dead
67	2	coal	MOVE	dead	?
67	3	coal	MOVE	?	dead
67	4	coal	MOVE	dead	?
67	5	coal	MOVE	?	dead
67	6	coal	MOVE	dead	?
67	7	coal	MOVE	?	dead
67	8	coal	MOVE	dead	?
68	0	plants; trees	NONE	?	?
68	1	plants; trees	MOVE	?	of
68	2	plants; trees	MOVE	of	?
68	3	plants; trees	MOVE	?	of
68	4	plants; trees	MOVE	of	?
68	5	plants; trees	MOVE	?	of
68	6	plants; trees	MOVE	of	?
68	0	plant and tree remains	NONE	?	?
68	1	plant and tree remains	MOVE	?	of
68	2	plant and tree remains	MOVE	of	?
68	3	plant and tree remains	MOVE	?	of
68	4	plant and tree remains	MOVE	of	?
68	5	plant and tree remains	MOVE	?	of
68	6	plant and tree remains	MOVE	of	?
68	0	peat; burial peat	NONE	?	?
68	1	peat; burial peat	MOVE	?	of
68	2	peat; burial peat	MOVE	of	?
68	3	peat; burial peat	MOVE	?	of
68	4	peat; burial peat	MOVE	of	?
68	5	peat; burial peat	MOVE	?	of
68	6	peat; burial peat	MOVE	of	?
68	0	water	NONE	?	?
68	1	water	MOVE	?	.
68	2	water	MOVE	.	?
68	3	water	MOVE	?	.
68	4	water	MOVE	.	?
68	5	water	MOVE	?	.
68	6	water	MOVE	.	?
68	0	heat	NONE	?	?
68	1	heat	MOVE	?	plants
68	2	heat	MOVE	plants	?
68	3	heat	MOVE	?	plants
68	4	heat	MOVE	plants	?
68	5	heat	MOVE	?	plants
68	6	heat	MOVE	plants	?
68	0	coal	NONE	?	?
68	1	coal	MOVE	?	plants and
68	2	coal	MOVE	plants and	?
68	3	coal	MOVE	?	plants and
68	4	coal	MOVE	plants and	?
68	5	coal	MOVE	?	plants and
68	6	coal	MOVE	plants and	?
69	0	plants;trees	NONE	?	?
69	1	plants;trees	MOVE	?	.
69	2	plants;trees	MOVE	.	?
69	3	plants;trees	MOVE	?	.
69	4	plants;trees	MOVE	.	?
69	5	plants;trees	MOVE	?	.
69	6	plants;trees	MOVE	.	?
69	0	peat	NONE	?	?
69	1	peat	MOVE	?	plants
69	2	peat	MOVE	plants	?
69	3	peat	MOVE	?	plants
69	4	peat	MOVE	plants	?
69	5	peat	MOVE	?	plants
69	6	peat	MOVE	plants	?
69	0	sand	NONE	?	?
69	1	sand	MOVE	?	plants
69	2	sand	MOVE	plants	?
69	3	sand	MOVE	?	plants
69	4	sand	MOVE	plants	?
69	5	sand	MOVE	?	plants
69	6	sand	MOVE	plants	?
69	0	clay	NONE	?	?
69	1	clay	MOVE	?	plants
69	2	clay	MOVE	plants	?
69	3	clay	NONE	?	?
69	4	clay	NONE	?	?
69	5	clay	NONE	?	?
69	6	clay	NONE	?	?
69	0	sedimentary rocks	NONE	?	?
69	1	sedimentary rocks	MOVE	?	plants
69	2	sedimentary rocks	MOVE	plants	?
69	3	sedimentary rocks	NONE	?	?
69	4	sedimentary rocks	NONE	?	?
69	5	sedimentary rocks	NONE	?	?
69	6	sedimentary rocks	NONE	?	?
69	0	pressure	NONE	?	?
69	1	pressure	MOVE	?	plants
69	2	pressure	MOVE	plants	?
69	3	pressure	NONE	?	?
69	4	pressure	NONE	?	?
69	5	pressure	NONE	?	?
69	6	pressure	NONE	?	?
69	0	water	NONE	?	?
69	1	water	MOVE	?	plants
69	2	water	MOVE	plants	?
69	3	water	NONE	?	?
69	4	water	NONE	?	?
69	5	water	NONE	?	?
69	6	water	NONE	?	?
69	0	coal	NONE	?	?
69	1	coal	NONE	?	?
69	2	coal	NONE	?	?
69	3	coal	NONE	?	?
69	4	coal	NONE	?	?
69	5	coal	NONE	?	?
69	6	coal	NONE	?	?
70	0	rain	NONE	?	?
70	1	rain	MOVE	?	of
70	2	rain	MOVE	of	?
70	3	rain	MOVE	?	of
70	4	rain	MOVE	of	?
70	5	rain	NONE	?	?
70	6	rain	NONE	?	?
70	7	rain	NONE	?	?
70	0	water	NONE	?	?
70	1	water	MOVE	?	of
70	2	water	MOVE	of	?
70	3	water	MOVE	?	of
70	4	water	MOVE	of	?
70	5	water	NONE	?	?
70	6	water	NONE	?	?
70	7	water	NONE	?	?
70	0	streams	NONE	?	?
70	1	streams	MOVE	?	of
70	2	streams	MOVE	of	?
70	3	streams	NONE	?	?
70	4	streams	NONE	?	?
70	5	streams	NONE	?	?
70	6	streams	NONE	?	?
70	7	streams	NONE	?	?
70	0	water levels	NONE	?	?
70	1	water levels	MOVE	?	of
70	2	water levels	MOVE	of	?
70	3	water levels	MOVE	?	of
70	4	water levels	MOVE	of	?
70	5	water levels	NONE	?	?
70	6	water levels	NONE	?	?
70	7	water levels	NONE	?	?
99	0	rain clouds	NONE	?	?
99	1	rain clouds	MOVE	?	the
99	2	rain clouds	MOVE	the	?
99	3	rain clouds	MOVE	?	the
99	4	rain clouds	MOVE	the	?
99	5	rain clouds	MOVE	?	the
99	6	rain clouds	MOVE	the	?
99	0	rain	NONE	?	?
99	1	rain	MOVE	?	the
99	2	rain	MOVE	the	?
99	3	rain	MOVE	?	the
99	4	rain	MOVE	the	?
99	5	rain	MOVE	?	the
99	6	rain	MOVE	the	?
99	0	clouds	NONE	?	?
99	1	clouds	MOVE	?	the
99	2	clouds	MOVE	the	?
99	3	clouds	MOVE	?	the
99	4	clouds	MOVE	the	?
99	5	clouds	MOVE	?	the
99	6	clouds	MOVE	the	?
99	0	a very different ecosystem	NONE	?	?
99	1	a very different ecosystem	MOVE	?	the
99	2	a very different ecosystem	MOVE	the	?
99	3	a very different ecosystem	MOVE	?	the
99	4	a very different ecosystem	MOVE	the	?
99	5	a very different ecosystem	MOVE	?	the
99	6	a very different ecosystem	MOVE	the	?
99	0	desert	NONE	?	?
99	1	desert	MOVE	?	the sky
99	2	desert	MOVE	the sky	?
99	3	desert	MOVE	?	the sky
99	4	desert	MOVE	the sky	?
99	5	desert	NONE	?	?
99	6	desert	NONE	?	?
152	0	water vapor ; lifted vapor ; vapor	NONE	?	?
152	1	water vapor ; lifted vapor ; vapor	MOVE	?	point
152	2	water vapor ; lifted vapor ; vapor	MOVE	point	?
152	3	water vapor ; lifted vapor ; vapor	MOVE	?	point
152	4	water vapor ; lifted vapor ; vapor	MOVE	point	?
152	5	water vapor ; lifted vapor ; vapor	MOVE	?	point
152	0	solid ; cloud droplets	MOVE	point	?
152	1	solid ; cloud droplets	MOVE	?	the
152	2	solid ; cloud droplets	MOVE	the	?
152	3	solid ; cloud droplets	MOVE	?	point . vapor
152	4	solid ; cloud droplets	MOVE	point . vapor	?
